pk_reference_id,fk_ref_source_id,reference_authors,reference_year,chapter_article_title,volume,pages,data_source,verify
8121,53,"Orr, D.D., Turkington, T.K.",2005,2004 Cereal disease survey in central Alberta,85,25-26,New,TRUE
8122,53,"Pearse, P.G., Holzgang, G., Harris, C.L., Fernandez, M.R.",2005,Fusarium head blight in barley and oat in Saskatchewan in 2004,85,27-28,New,TRUE
8123,53,"Fetch, T., Dunsmore, K.",2005,Stem rusts of cereals in western  Canada in 2004,85,29,New,TRUE
8124,53,"Menzies, J.G., Matheson, F., Saramaga, C., Dupuis, A.",2005,"Cereal smut surveys, 2004",85,30,New,TRUE
8125,53,"Zhu, X., Reid, L.M., Woldemariam, T., Tenuta, A., Lachance, P., Pouleur, S.",2005,Survey of corn diseases and pests in Ontario and Québec in 2004,85,31-34,New,TRUE
8126,53,"Chong, J.",2005,Crown rust of oat in western Canada in 2004,85,35,New,TRUE
8127,53,"Tekauz, A., Gilbert, J., Mueller, E., Beyene, M., Stulzer, M., Ludivine, L.",2005,Fusarium head blight of oat in Manitoba in 2004,85,36-37,New,TRUE
8128,53,"Tekauz, A., Gilbert, J., Mueller, E., Beyene, M., Stulzer, M., Liguoy, L.",2005,Leaf spot diseases of oat in Manitoba in 2004,85,38-39,New,TRUE
8129,53,"Turkington, T.K., Orr, D.D., Kuzyk, A., Benard, D.A., Byer, J., Dubyk, C., Houle, N.",2005,"Fusarium head blight survey of wheat, Alberta 2004",85,40-41,New,TRUE
8130,53,"Pearse, P.G., Holzgang, G., Harris, C.L., Fernandez, M.R.",2005,Fusarium head blight in common and durum wheat in Saskatchewan in 2004,85,42-43,New,TRUE
8131,53,"Fernandez, M.R., Pearse, P.G.",2005,Leaf diseases of common and durum wheat in Saskatchewan in 2004,85,44-45,New,TRUE
8132,53,"Gilbert, J., Tekauz, A., Kaethler, R., Kromer, U., Morgan, K., Slusarenko, K., Mueller, E., Stulzer, M.",2005,Survey of fusarium head blight of spring wheat in Manitoba in 2004,85,46,New,TRUE
8133,53,"Tekauz, A., Mueller, E., Beyene, M., Stulzer, M.",2005,Fusarium head blight of winter wheat in Manitoba in 2004,85,47-48,New,TRUE
8134,53,"Gilbert, J., Tekauz, A., Kaethler, R., Kromer, U., Morgan, K., Mueller, E., Slusarenko, K., Liguoy, L., Stulzer, M.",2005,Survey for leaf spot diseases of spring wheat in Manitoba in 2004,85,49-50,New,TRUE
8135,53,"Tekauz, A., Mueller, E., Stulzer, M., Beyene, M.",2005,Leaf spot diseases of winter wheat in Manitoba in 2004,85,51,New,TRUE
8136,53,"McCallum, B., Seto-Goh, P., Mulock, B.",2005,Leaf rust of wheat in Manitoba and eastern Saskatchewan in 2004,85,52,New,TRUE
8137,53,"Tamburic-Ilincic, L., Paul, D., Schaafsma, A.W.",2005,Fusarium head blight survey of winter wheat in 2004 in Ontario,85,53,New,TRUE
8138,53,"Xue, A.G., Voldeng, H.D., Sabo, F., Chen, Y.",2005,Fusarium head blight of spring wheat in eastern Ontario in 2004,85,54-55,New,TRUE
8139,53,"Xue, A.G., Tenuta, A., Chen, Y., Sabo, F.",2005,Fusarium head blight of winter wheat in eastern Ontario in 2004,85,56-57,New,TRUE
8140,53,"Xue, A.G., Voldeng, H.D., Chen, Y., Sabo, F.",2005,Foliar diseases of spring wheat in eastern Ontario in 2004,85,58-59,New,TRUE
8141,53,"Pearse, P.G., Howard, R.J., Hwang, S.F., Northover, P.R.",2005,"Survey of bacterial wilt pathogen in alfalfa seed produced in Alberta, Saskatchewan and Manitoba in 2003 and 2004",85,60-61,New,TRUE
8142,53,"Bassendowski, K.A., Soroka, J.J., Gossen, B.D.",2005,"Foliar disease severity of alfalfa in Saskatchewan, 2004",85,62,New,TRUE
8143,53,"Conner, R.L., McLaren, D.L., Loutchan, K.D., Hausermann, D.J.",2005,Diseases of field bean in Manitoba in 2004,85,63-64,New,TRUE
8144,53,"Dmytriw, W., Lange, R.M.",2005,"Survey of canola diseases in Alberta, 2004",85,65-71,New,TRUE
8145,53,"Strelkov, S.E., Tewari, J.P., Hartman, M., Orchard, D.",2005,Clubroot on canola in Alberta in 2003 and 2004,85,72-73,New,TRUE
8146,53,"Pearse, P.G., Morrall, R.A.A., Kutcher, H.R., Yasinowski, J.M., Harris, C.L., Gugel, R.K., Bassendowski, K.A.",2005,"Survey of canola diseases in Saskatchewan, 2004",85,74-75,New,TRUE
8147,53,"McLaren, D.L., Graham, A.D., Kaminski, D.A., Lange, R.",2005,"Canola diseases in Manitoba: distribution, prevalence and incidence in 2004",85,76-77,New,TRUE
8148,53,"Ahmed, H.U., Chang, K.F., Hwang, S.F., Howard, R.J.",2005,The occurrence of ascochyta blight on chickpea in southern Alberta in 2004,85,78-79,New,TRUE
8149,53,"Morrall, R.A.A., Carriere, B., Ernst, B., Pearse, C., Schmeling, D.",2005,Seed-borne pathogens of chickpea in Saskatchewan in 2004,85,80-81,New,TRUE
8150,53,"Rashid, K.Y., Desjardins, M.L., Duguid, S., Kaminski, D.A.",2005,Diseases of flax in Manitoba and Saskatchewan in 2004,85,82-83,New,TRUE
8151,53,"Morrall, R.A.A., Carriere, B., Ernst, B., Pearse, C., Schmeling, D., Thomson, L.",2005,Seed-borne pathogens of lentil in Saskatchewan in 2004,85,84-86,New,TRUE
8152,53,"Chang, K.F., Lopetinsky, K., Olson, M., Bowness, R., Hwang, S.F., Turnbull, G.D., Strydhorst, S.",2005,Disease of lupines in central and northern Alberta in 2003 and 2004,85,87-88,New,TRUE
8153,53,"Chang, K.F., Bowness, R., Hwang, S.F., Turnbull, G.D., Howard, R.J., Lopetinsky, K., Olson, M., Bing, D.J.",2005,Pea diseases in central Alberta in 2004,85,89-90,New,TRUE
8154,53,"Morrall, R.A.A., Carriere, B., Ernst, B., Pearse, C., Schmeling, D., Thomson, L.",2005,Seed-borne pathogens of pea in Saskatchewan in 2004,85,91-93,New,TRUE
8155,53,"McLaren, D.L., Conner, R.L., Hausermann, D.L., Loutchan, K.D.",2005,Diseases of field pea in Manitoba in 2004,85,94-95,New,TRUE
8156,53,"Rashid, K.Y., Desjardins, M.L., Kaminski, D.A.",2005,Diseases of sunflower in Manitoba in 2004,85,96-97,New,TRUE
8157,53,"Harding, M.W., Howard, R.J., Neeser, C., Strelkov, S.E., Tewari, J.P., Lisowski, S.L.I., Slomp, D.L., Xue, S., Spencer, R.C.J.",2005,Incidence of clubroot on cruciferous vegetables in Alberta in 2004,85,98-99,New,TRUE
8158,53,"Melzer, M.S., Roddy, E., Celetti, M.J., McDonald, M.R., Gossen, B.D., VanderKooi, K., Boland, G.J.",2005,Ascochyta blight of processing pea in southwestern Ontario in 2004,85,100-101,New,TRUE
8159,53,"Sholberg, P., Stokes, S., Lau, O.",2005,Postharvest decay of stored apples in British Columbia in 2001,85,102-105,New,TRUE
8160,53,"Howard, R.J., Chang, K.F., Neeser, C., Hausher, L.G., Fry, K.M., Evans, I.R.",2005,Survey for white pine blister rust and powdery mildew in black currant orchards in central and southern Alberta in 2003,85,106-109,New,TRUE
8161,53,"Howard, R.J., Burke, D.A., Pugh, S.L., Harding, M.W., Neeser, C., Fry, K.M., Dill, G.H.",2005,Incidence and severity of white pine blister rust and powdrey mildew in currant and gooseberry orchards in southern Alberta in 2004,85,110-112,New,TRUE
8162,53,"Wall, R.E.",2005,"Black knot disease on wild Prunus spp., 2001-2004",85,113-114,New,TRUE
8163,53,"Howard, R.J., Burke, D.A., Murray, c.L., Seymour, N.G., Slomp, D.L., Spencer, R.C.J.",2005,A survey for black knot on Prunus species in Alberta in 2003,85,115-118,New,TRUE
8164,53,"Sholberg, P., Haag, P., Lashuk, L., Walker, M., Li, T.",2005,First record of verticillium wilt of sea buckthorn in British Columbia,85,119-122,New,TRUE
8165,53,"Harrison, K.J., Hurley, J.E., MacKay, A.W., Sabine, D.L.",2005,Expansion of known distribution of butternut canker (Sirococcus clavigignenti-juglandacearum) in New Brunswick - 2004,85,123-126,New,TRUE
8166,53,"Muir, J.A.",2004,Incidental surveys of hemlock dwarf mistletoe in coastal British Columbia,84,127-132,New,TRUE
8167,43,"Van Der Kamp, B.J.",1993,Rate of spread of Armillaria ostoyae in the central interior of British Columbia,23(6),1239-1241,New,TRUE
8168,53,"Blenis, P.V., Chang, K.F.",1993,Spore dispersal gradients and disease gradients of western gall rust,23(12),2481-2486,New,TRUE
8169,43,"Houston, D.R.",1994,Temporal and spatial shift within the Nectria pathogen complex associated with beech bark disease of Fagus grandifolia,24(5),960-968,New,TRUE
8170,43,"Zhang, P.G., Sutton, J.C.",1994,"Effects of wetness duration, temperature, and light on infection of black spruce seedlings by Botrytis cinerea",24(4),707-713,New,TRUE
8171,43,"Zhang, P.G., Sutton, J.C.",1994,Evaluation of microorganisms for biocontrol of Botrytis cinerea in container-grown black spruce seedlings,24(7),1312-1316,New,TRUE
8172,43,"Wall, R.E.",1994,Biological control of red alder using stem treatments with the fungus Chondrostereum purpureum,24(8),1527-1530,New,TRUE
8173,43,"Norvell, L.L, Redhead, S.A.",1994,Valdensinia heterodoxa (Sclerotiniaceae) in the United States,24(9),1981-1983,New,TRUE
8174,43,"Chakravarty, P., Trifonov, L., Hutchison, L.J., Hiratsuka, Y., Ayer, W.A.",1994,Role of Sporormiella similis as a potential bioprotectant of Populus tremuloides wood against the blue-stain fungus Ophiostoma piliferum,24(11),2235-2239,New,TRUE
8175,43,"Crane, P.E., Blenis, P.V.",1994,Black stem galls on aspen and their relationship to decay by Phellinus tremulae,24(11),2240-2243,New,TRUE
8176,43,"Fraser, R.G., Beale, J.D., Nevill, R.J.",1995,Reduction of Phellinus weirii inoculum in Douglas-fir stumps by the fumigant Telone II-B,25(1),63-68,New,TRUE
8177,43,"Van Der Kamp, B.J.",1995,"The spatial distribution of Armillaria root disease in an uneven-aged, spatially clumped Douglas-fir stand",25(6),1008-1016,New,TRUE
8178,43,"Whitney, R.D.",1995,"Root-rotting fungi in white spruce, black spruce, and balsam fir in northern Ontario",25(8),1209-1230,New,TRUE
8179,53,"Pausler, M.G., Ayer, W.A., Hiratsuka, Y.",1995,"Benzoic acid, salicylic acid, and the role of black galls on aspen in protection against decay",25(9),1479-1483,New,TRUE
8180,43,"Van Der Kamp, B.J., Karlman, M., Witzell, J.",1995,Relative frequency of cole and branch infection of lodgepole pine by western gall rust,25(12),1962-1968,New,TRUE
8181,43,"Peet, F.G., Morrison, D.J., Pellow, K.W.",1996,Rate of spread of Armillaria ostoyae in two Douglas-fir plantations in the southern interior of British Columbia,26(1),148-151,New,TRUE
8182,43,"Bruhn, J.N., Mihail, J.D., Meyer, T.R.",1996,Using spatial and temporal patterns of Armillaria root disease to formulate management recommendations for Ontario's black spruce (Picea mariana) seed orchards,26(2),298-305,New,TRUE
8183,43,"Zhang, P.G., Sutton, J.C., Hopkin, A.A.",1996,Inoculum concentration and time of application of Gliocladium roseum in relation to biocontrol of Botrytis cinerea in black spruce seedlings,26(3),360-367,New,TRUE
8184,43,"Thomson, A.J., Goodenough, D.G., Barclay, H.J., Lee, Y.J., Sturrock, R.N.",1996,Effects of laminated root rot (Phellinus weirii) on Douglas-fir foliar chemistry,26(8),1440-1445,New,TRUE
8185,43,"Hiratsuka, Y., Chakravarty, P.",1994,"Potential for biological protection against blue stain in Populus tremuloides with a hyphomycetous fungus, Stachybotrys cylindrospora",24(1),174-179,New,TRUE
8186,43,"Wiensczyk, A.M., Dumas, M.T., Irwin, R.N.",1996,Effect of Northwestern Ontario Forest Ecosystem Classification treatment units on the infection levels of Armillaria in black spruce plantations,26(7),1248-1255,New,TRUE
8187,43,"Spiegel, S., Thompson, D., Varga, A., Rosner, A., James, D.",2006,Evalution of reverse transcription - polymerase chain reaction assays for detecting Apple chlorotic leaf spot virus in certification and quarantine programs,28,280-288,New,TRUE
8188,43,"Currie, C.R., Hiratsuka, Y.",1996,Evaluating insect-mediated dispersal of Scytalidium uredinicola for biological control of western gall rust,26(10),1754-1760,New,TRUE
8189,43,"Cruickshank, M.G., Morrison, D.J., Punja, Z.K.",1997,Incidence of Armillaria species in precommercial thinning stumps and spread of Armillaria ostoyae to adjacent Douglas-fir trees,27(4),481-490,New,TRUE
8190,43,"Whitney, R.D.",1997,Relationship between decayed roots and aboveground decay in three conifers in Ontario,27(8),1217-1221,New,TRUE
8191,43,"Solheim, H., Safranyik, L.",1997,"Pathogenicity to Sitka spruce of Ceratocystis rufipenni and Leptographium abietinum, blue-stain fungi associated with the spruce beetle",27(9),1336-1341,New,TRUE
8192,43,"Yang, R.C., Dhir, N.K., Yeh, F.C., Hiratsuka, Y.",1997,Geographic variation in susceptibility of Alberta lodgepole pine to western gall rust,27(9),1398-1405,New,TRUE
8193,43,"Wiensczyk, A.M., Dumas, M.T., Irwin, R.N.",1997,Predicting Armillaria ostoyae infection levels in black spruce plantations as a function of environmental factors,27(10),1630-1634,New,TRUE
8194,43,"Lewis, K.J.",1997,Growth reduction in spruce infected by Inonotus tomentosus in central British Columbia,27(10),1669-1674,New,TRUE
8195,43,"Newcombe, G., VanOosten, C.",1997,"Variation in resistance to Venturia populinia, the cause of poplar leaf and shoot blight in the Pacific Northwest",27(6),883-889,New,TRUE
8196,43,"Ekramoddoullah, A.K.M., Davidson, J.J., Taylor, D.W.",1998,A protein associated with frost hardiness of western white pine is up-regulated by infection in the white pine blister rust pathosystem,28(3),412-417,New,TRUE
8197,43,"Wu, H.X., Ying, C.C.",1998,Stability of resistance to western gall rust and needle cast in lodgepole pine provenances,28(3),439-449,New,TRUE
8198,43,"Yang, R.C., Dhir, N.K., Barnhardt, L.K.",1998,Comparative assessment of genetic variation of young high-elevation lodgepole pine for height and western gall rust resistance across two sites in Alberta,28(3),478-484,New,TRUE
8199,43,"Axelrood, P.E., Chapman, W.K., Seifert, K.A., Trotter, D.B., Shrimpton, G.",1998,Cylindrocarpon and Fusarium root colonization of Douglas-fir seedlings from British Columbia reforestation sites,28(8),1198-1206,New,TRUE
8200,43,"Venier, L.A., Hopkin, A.A., McKenney, D.W., Wang, Y.",1998,"A spatial, climate-determined risk rating for Scleroderris disease of pine in Ontario",28(9),1398-1404,New,TRUE
8201,43,"Zhong, J., Van Der Kamp, B.J.",1999,Pathology of conifer seed and timing of germination in high-elevation subalpine fir and Engelmann spruce forests of the southern interior of British Columbia,29(2),187-193,New,TRUE
8202,43,"Mallett, K.I., Volney, W.J.A.",1999,The effect of Armillaria root disease on lodgepole pine tree growth,29(2),252-259,New,TRUE
8203,43,"Pitt, D.G., Dumas, M.T., Wall, R.E., Thompson, D.G., Lanteigne, L., Hintz, W., Sampson, G., Wagner, R.G.",1999,"Chondrostereum purpureum as a biological control agent in forest vegetation management. I.  Efficacy on speckled alder, red maple, and aspen in eastern Canada",29(7),841-851,New,TRUE
8204,43,"Harper, G.J., Comeau, P.G., Hintz, W., Wall, R.E., Prasad, R., Becker, E.M.",1999,Chondrostereum purpureum as a biological control agent in forest vegetation management. II. Efficacy on Sitka alder and aspen in western Canada,29(7),852-858,New,TRUE
8205,43,"Becker, E.M., Ball, L.A., Dumas, M.T., Pitt, D.G., Wall, R.E., Hintz, W.E.",1999,Chondrostereum purpureum as a biological control agent in forest vegetation management.  III. Infection survey of a national field trial,29(7),859-865,New,TRUE
8206,43,"Moltzan, B.D., Blenis, P.V.",1999,"Effects of gall age, gall size, and rust severity on incidence of the mycoparasite Scytalidium uredinicola",29(10),1604-1609,New,TRUE
8207,43,"Rocchini, L.A., Lewis, K.J., Lindgren, B.S., Bennett, R.G.",1999,Association of pitch moths (Lepidoptera: Sesiidae and Pyralidae) with rust diseases in a lodgepole pine provenance trial,29(10),1610-1614,New,TRUE
8208,43,"Morrison, D.J., Pellow, K.W., Norris, D.J., Nemec, A.F.L.",2000,Visible versus actual incidence of Armillaria root disease in juvenile coniferous stands in the southern interior of British Columbia,30(3),405-414,New,TRUE
8209,43,"Woods, A.J., Nussbaum, A., Golding, B.",2000,Predicted impacts of hard pine stem rusts on lodgepole pine dominated stands in central British Columbia,30(3),476-481,New,TRUE
8210,43,"Bérubé, J.A.",2000,Armillaria species in Newfoundland,30(3),507-512,New,TRUE
8211,43,"White, E.E., Allen, E.A., Ying, C.C., Foord, B.M.",2000,Seedling inoculation distinguishes lodgepole pine families most and least susceptible to gall rust,30(5),841-843,New,TRUE
8212,43,"Shishido, M., Chanway, P.",2000,Colonization and growth promotion of outplanted spruce seedlings pre-inoculated with plant growth-promoting rhizobacteria in the greenhouse,30(6),845-854,New,TRUE
8213,43,"Campbell, E.M., Antos, J.A.",2000,Distribution and severity of white pine blister rust and mountain pine beetle on whitebark pine in British Columbia,30(7),1051-1059,New,TRUE
8214,43,"Piercey-Normore, M.D., Bérubé, J.A.",2000,"Artificial inoculation with Armillaria ostoyae in established conifers stressed by defoliation, planting, and thinning in Newfoundland",30(11),1758-1765,New,TRUE
8215,43,"Deckert, R.J., Peterson, R.L.",2000,Distribution of foliar fungal endophytes of Pinus strobus between and within host trees,30(9),1436-1442,New,TRUE
8216,43,"Kouterick, K.B., Skelly, J.M., Pennypacker, S.P., Cox, R.M.",2001,Birch foliar responses to stimulated acidic fog and Septoria betulae inoculations,31(3),392-400,New,TRUE
8217,43,"Morrison, D.J., Pellow, K.W., Nemec, A.F.L., Norris, D.J., Semenoff, P.",2001,Effects of selective cutting on the epidemiology of armillaria root disease in the southern interior of British Columbia,31(1),59-70,New,TRUE
8218,43,"Li, C., Yeh, F.C., Hiratsuka, Y.",2001,Random amplified polymorphic DNA variability among geographic isolates of western gall rust fungus in Canada,31(8),1304-1311,New,TRUE
8219,43,"McLaughlin, J.A.",2001,"Distribution, hosts, and site relationships of Armillaria spp. in central and southern Ontario",31(9),1481-1490,New,TRUE
8220,43,"Whitney, R.D., Fleming, R.L., Zhou, K., Mossa, D.S.",2002,Relationship of root rot to black spruce windfall and mortality following strip clear-cutting,32(2),283-294,New,TRUE
8221,43,"Zeglen, S.",2002,"Whitebark pine and white pine blister rust in British Columbia, Canada",32(7),1265-1274,New,TRUE
8222,43,"Cruickshank, M.G.",2002,Accuracy and precision of measuring cross-sectional area in stem disks of Douglas-fir infected by Armillaria root disease,32(9),1542-1547,New,TRUE
8223,43,"Delong, R.L., Lewis, K.J., Simard, S.W., Gibson, S.",2002,"Fluorescent pseudomonad population sizes baited from soils under pure birch, pure Douglas-fir, and mixed forest stands and their antagonism toward Armillaria ostoyae in vitro",32(12),2146-2159,New,TRUE
8224,43,"Pankuch, J.M., Blenis, P.V., Lieffers, V.J., Mallett, K.I.",2003,Fungal colonization of aspen roots following mechanical site preparation,33(12),2372-2379,New,TRUE
8225,43,"Kim, J.J., Allen, E.A., Humble, L.M., Breuil, C.",2005,"Ophiostomatoid and basidiomycetous fungi associated with green, red, and grey lodgepole pines after mountain pine beetle (Dendroctonus ponderosae) infestation",35(2),274-284,New,TRUE
8226,43,"Simard, S.W., Hagerman, S.M., Sachs, D.L., Heineman, J.L., Mather, W.J.",2005,"Conifer growth, Armillaria ostoyae root disease, and plant diversity responses to broadleaf competition reduction in mixed forests of southern interior British Columbia",35(4),843-859,New,TRUE
8227,43,"Blenis, P.V., Li, W.",2005,Incidence of main stem infections of lodgepole pine by western gall rust decreases with tree age,35(6),1314-1318,New,TRUE
8228,43,"Brandt, J.P., Hiratsuka, Y., Pluth, D.J.",2005,"Germination, penetration, and infection by Arceuthobium americanum on Pinus banksiana",35(8),1914-1930,New,TRUE
8229,45,"Reddy, M.S., Rahe, J.E., Lévesque, C.A.",1992,Influence of onion seed bacterization on germination and mycosphere microflora of Sclerotium cepivorum sclerotia,38(11),1135-1143,New,TRUE
8230,43,"Huang, H.C., Kokko, E.G., Yanke, L.J., Phillippe, R.C.",1993,Bacterial suppression of basal pod rot and end rot of dry peas caused by Sclerotinia sclerotiorum,39(2),227-233,New,TRUE
8231,45,"Huang, H.C., Kozub, G.C.",1993,Influence of inoculum production temperature on carpogenic germination of sclerotia of Sclerotinia sclerotiorum,39(5),548-550,New,TRUE
8232,45,"Mirza, M.S., Rademaker, J.L.W., Janse, J.D.",1993,Specific 16S ribosomal RNA targeted oligonucleotide probe against Clavibacter michiganensis subsp. sepedonicus,39(11),1029-1034,New,TRUE
8233,45,"Gill, S., Belles-Isles, J.",1994,Identification of variability of ribosomal DNA spacer from Pseudomonas soil isolates,40(7),541-547,New,TRUE
8234,45,"Rademaker, J.L.W., Janse, J.D.",1994,"Detection and identification of Clavibacter michiganensis subsp. sepedonicus and Clavibacter michiganensis subsp. michiganensis by nonradioactive hybridization, polymerase chain reaction, and restriction enzyme analysis",40(12),1007-1018,New,TRUE
8235,45,"Bell, C.R., Dickie, G.A., Harvey, W.L.G., Chan, J.W.Y.F.",1995,Endophytic bacteria in grapevine,41(1),46-53,New,TRUE
8236,45,"Dobranic, J.K., Johnson, J.A., Alikhan, Q.R.",1995,"Isolation of endophytic fungi from eastern larch (Larix laricina) leaves from New Brunswick, Canada",41(2),194-198,New,TRUE
8237,45,"Dickie, G.A., Bell, C.R.",1995,A full factorial analysis of nine factors influencing in vitro antagonistic screens for potential biocontrol agents,41(3),284-293,New,TRUE
8238,45,"Sholberg, P.L., Marchi, A., Bechard, J.",1995,Biocontrol of postharvest diseases of apple using Bacillus spp. isolated from stored apples,41(3),247-252,New,TRUE
8239,45,"Baer, D., Gudmestad, N.C.",1995,In vitro cellulolytic activity of the plant pathogen Clavibacter michiganensis subsp. sepedonicus,41(10),877-888,New,TRUE
8240,45,"Naumov, G.I., Naumova, E.S., Sancho, E.D.",1996,Genetic reidentification of Saccharomyces strains associated with black knot disease of trees in Ontario and Drosophila species in California,42(4),335-339,New,TRUE
8241,45,"Khetmalas, M.B., Bal, A.K., Noble, L.D., Gow, J.A.",1996,Pantoae agglomerans is the etiological agent for black spot necrosis on beach peas,42(12),1252-1257,New,TRUE
8242,45,"Axelrood, P.E., Clarke, A.M., Radley, R., Zemcov, S.J.V.",1996,Douglas-fir root-associated microorganisms with inhibitory activity towards fungal plant pathogens and human bacterial pathogens,42(7),690-700,New,TRUE
8243,45,"Sturz, A.V., Christie, B.R., Matheson, B.G.",1998,Associations of bacterial endophyte populations from red clover and potato crops with potential for beneficial allelopathy,44(2),162-167,New,TRUE
8244,45,"Quadt-Hallmann, A., Benhamou, N., Kloepper, J.W.",1997,Bacterial endophytes in cotton: mechanisms of entering the plant,43(6),577-582,New,TRUE
8245,45,"Quadt-Hallmann, A., Hallmann, J., Kloepper, J.W.",1997,Bacterial endophytes in cotton: location and interaction with other plant-associates bacteria,43(3),254-259,New,TRUE
8246,45,"Baer, D., White, A.R., Gudmestad, N.C.",1998,Partial characterization of an extracellular ß-fructofuranosidase from Clavibacter michiganensis subspecies sepedonicus,44(9),852-865,New,TRUE
8247,45,"Beauséjour, J., Goyer, C., Vachon, J., Beaulieu, C.",1999,Production of thaxtomin A by Streptomyces scabies strains in plant extract containing media,45(9),764-768,New,TRUE
8248,45,"Uzunovic, A., Yang, D.-Q., Gagné, P., Breuil, C., Bernier, L., Byrne, A., Gignac, M., Kim, S.H.",1999,Fungi that cause sapstain in Canadian softwoods,45(11),914-922,New,TRUE
8249,45,"Pickard, M.A., Vandertol, H., Roman, R., Vazquez-Duhalt, R.",1999,High production of ligninolytic enzymes from white rot fungi in cereal bran liquid medium,45(7),627-631,New,TRUE
8250,45,"Bom, M., Boland, G.J.",2000,"Evaluation of polyclonal-antibody-based immunoassays for detection of Sclerotinia sclerotiorum on canola petals, and prediction of stem rot",46(8),723-729,New,TRUE
8251,45,"Svircev, A.M., Smith, R.J., Zhou, T., Day, A.W.",2000,Localization of fungal fimbriae by immunocytochemistry in pathogenic and nonpathogenic isolates of Venturia inaequalis,46(9),800-808,New,TRUE
8252,45,"Braun, P.G., Hildebrand, P.D., Ells, T.C., Kobayasi, Y.",2001,"Evidence and characterization of a gene cluster required for the production of viscosin, a lipopeptide biosurfactant, by a strain of Pseudomonas fluorescens",47(4),294-301,New,TRUE
8253,45,"GarcíaDeSalamone, I.E., Hynes, R.K., Nelson, L.M.",2001,Cytokinin production by plant growth promoting rhizobacteria and selected mutants,47(5),404-411,New,TRUE
8254,45,"Yu, T., Nassuth, A., Peterson, R.L.",2001,Characterization of the interaction between the dark septate fungus Phialocephala fortinii and Asparagus officinalis roots,47(8),741-753,New,TRUE
8255,45,"Thormann, M.N., Currah, R.S., Bayley, S.E.",2002,The relative ability of fungi from Sphagnum fuscum to decompose selected carbon substrates,48(3),204-211,New,TRUE
8256,45,"Bassam, S.E., Benhamou, N., Carisse, O.",2002,The role of melanin in the antagonistic interaction between the apple scab pathogen Venturia inaequalis and Microsphaeropsis ochracea,48(4),349-358,New,TRUE
8257,45,"Lauzier, A., Goyer, C., Ruest, L., Brzezinski, R., Crawford, D.L., Beaulieu, C.",2002,Effect of amino acids on thaxtomin A biosynthesis by Streptomyces scabies,48(4),359-364,New,TRUE
8258,45,"Fessehaie, A., De Boer, S.H., Lévesque, C.A.",2002,Molecular characterization of DNA encoding 16S-23S rRNA intergenic spacer regions and 16S rRNA of pectolytic Erwinia species,48(5),387-398,New,TRUE
8259,45,"Chen, F., Goodwin, P.H., Khan, A., Hsiang, T.",2002,Population structure and mating-type genes of Colletotrichum graminicola from Agrostis palustris,48(5),427-436,New,TRUE
8260,45,"Utkhede, R.S., Mathur, S.",2002,Biological control of stem canker of greenhouse tomatoes caused by Botrytis cinerea,48(6),550-554,New,TRUE
8261,45,"Lee, C.-F., Hseu, T.-H.",2002,Genetic relatedness of Trichoderma sect. Pachybasium species based on molecular approaches,48(9),831-840,New,TRUE
8262,45,"Vujanovic, V., Hamel, C., Jabaji-Hare, S., St-Arnaud, M.",2002,Development of a selective myclobutanil agar (MBA) medium for the isolation of Fusarium species from asparagus fields,48(9),841-847,New,TRUE
8263,45,"Bai, Y., D'Aoust, F., Smith, D.L., Driscoll, B.T.",2002,Isolation of plant-growth-promoting Bacillus strains from soybean root nodules,48(3),230-238,New,TRUE
8264,45,"Guillemaut, C., Edel-Hermann, V., Camporota, P., Alabouvette, C., Richard-Molard, M., Steinberg, C.",2003,Typing of anastomosis groups of Rhizoctonia solani by restriction analysis of ribosomal DNA,49(9),556-568,New,TRUE
8265,45,"Roeckel-Drevet, P., Tourvieille, J., Gulya, T.J., Charmet, G., Nicolas, P., TourvieilleDeLabrouche, D.",2003,"Molecular variability of sunflower downy mildew, Plasmopara halstedii, from different continents",49(8),492-502,New,TRUE
8266,45,"Khan, A., Hsiang, T.",2003,The infection process of Colletotrichum graminicola and relative aggressiveness on four turfgrass species,49(7),433-442,New,TRUE
8267,45,"Thormann, M.N., Bayley, S.E., Currah, R.S.",2004,Microcosm tests of the effects of temperature and microbial species number on the decomposition of Carex aquatilis and Sphagnum fuscum litter from southern boreal peatlands,50(10),793-802,New,TRUE
8268,45,"Etebarian, H.-R., Sholberg, P.L., Eastwell, K.C., Sayler, R.J.",2005,Biological control of apple blue mold with Pseudomonas fluorescens,51(7),591-598,New,TRUE
8269,45,"Yang, D.-Q.",2005,Isolation of wood-inhabiting fungi from Canadian hardwood logs,51(1),1-6,New,TRUE
8270,45,"Sturz, A.V., Peters, R.D., Carter, M.R., Sanderson, J.B., Matheson, B.G., Christie, B.R.",2005,"Variation in antibiosis ability, against potato pathogens, of bacterial communities recovered from endo- and exoroots of potato crops produced under conventional versus minimum tillage systems",51(8),643-654,New,TRUE
8271,45,"Tanguay, P., Loppnau, P., Morin, C., Bernier, L., Breuil, C.",2006,"A spontaneous albino mutant of Ceratocystis resinifera results from a point mutation in the polyketide synthase gene, PKS1",52(6),501-507,New,TRUE
8272,45,"White, G.J., Traquair, J.A.",2006,Necrotrophic mycoparasitism of Botrytis cinerea by cellulolytic and ligninocellulolytic Basidiomycetes,52(6),508-518,New,TRUE
